,Sequence name,Sequence length,Number of unique pitches,Max velocity,Min velocity,Avg velocity,Median velocity,Velocity std,Highest pitch,Lowest pitch,Avg pitch,Median pitch,Pitch std,Longest note (s),Shortest note (s),Avg duration (s),Median duration (s),Duration std
1452,Meek05,6964,84,120,2,76.28,78.0,16.54,107,21,62.26,63.0,15.15,2.95,0.0,0.08,0.05,0.14
1453,Meng01,2387,68,106,3,58.77,59.0,14.94,101,30,72.23,75.0,13.62,4.3,0.0,0.11,0.08,0.23
1454,Meng02,3489,60,103,3,62.1,61.0,16.08,89,29,66.19,67.0,11.58,2.49,0.0,0.13,0.08,0.19
1455,Meng03,16192,78,126,2,68.95,70.0,19.33,105,27,65.59,65.0,16.24,3.92,0.0,0.1,0.05,0.19
1456,MERJAN02,1467,63,89,8,61.01,62.0,11.56,96,28,71.0,74.0,12.83,6.16,0.0,0.11,0.08,0.33
1457,MERJAN03,8158,83,115,6,70.28,73.0,18.27,106,21,61.55,62.0,15.69,5.37,0.0,0.19,0.1,0.34
1458,Min08,7319,73,112,2,66.86,68.0,19.33,101,26,61.42,62.0,11.21,5.24,0.0,0.16,0.05,0.32
1459,Min09,2582,46,102,5,56.96,55.0,18.0,81,35,61.27,62.0,9.22,6.98,0.03,0.31,0.22,0.44
1460,Min10,10364,86,126,2,72.37,74.0,21.01,107,21,66.48,68.0,15.15,10.71,0.0,0.17,0.07,0.35
1461,MiyashitaM01,1182,44,94,7,69.2,70.0,10.9,83,37,64.19,64.0,9.45,5.73,0.03,0.27,0.1,0.49
1462,MiyashitaM02,2625,65,105,6,62.33,62.0,17.87,96,28,64.22,64.0,13.43,3.19,0.02,0.23,0.09,0.34
1463,MiyashitaM03,3214,76,110,3,72.08,73.0,14.12,101,24,67.76,68.0,16.56,3.63,0.02,0.12,0.08,0.17
1464,MiyashitaM04,6019,77,110,3,62.74,65.0,19.65,101,24,63.36,64.0,13.03,5.89,0.01,0.2,0.13,0.32
1465,MiyashitaM06,1686,47,88,15,54.93,56.0,12.2,101,32,72.91,75.0,12.89,8.19,0.02,0.32,0.19,0.48
1466,MiyashitaM07,1804,79,117,5,74.0,75.0,15.34,108,24,61.89,62.0,14.65,1.11,0.0,0.09,0.07,0.08
1467,MiyashitaM08,1984,71,111,3,73.5,74.0,15.64,100,25,57.93,58.0,13.18,0.98,0.0,0.09,0.07,0.09
1468,Mizumoto01,3311,61,101,3,60.99,62.0,15.07,89,29,68.15,70.0,11.88,3.72,0.0,0.18,0.09,0.26
1469,Mizumoto02,6012,78,113,3,61.7,63.0,21.93,101,24,63.55,64.0,13.14,9.1,0.0,0.23,0.12,0.41
1470,Mizumoto03,2246,45,96,7,68.57,69.0,10.86,84,37,64.24,65.0,10.13,2.21,0.0,0.14,0.1,0.16
1471,Mizumoto04,3301,88,126,2,72.35,73.0,24.53,108,21,70.47,71.0,20.16,21.03,0.0,0.17,0.07,0.71
1472,Min02,3314,61,103,3,64.02,63.0,16.32,89,29,68.1,70.0,11.9,4.32,0.0,0.18,0.1,0.25
1473,Min03,4215,72,107,3,63.89,64.0,15.95,101,29,71.88,74.0,12.89,0.82,0.0,0.06,0.05,0.06
1474,Min04,4637,81,126,2,70.87,72.0,17.91,105,21,67.88,69.0,12.74,2.48,0.0,0.11,0.07,0.15
1475,Min05,5798,71,103,4,55.78,53.5,18.46,101,29,64.41,64.0,11.29,4.33,0.0,0.18,0.11,0.27
1476,Min06,7034,80,117,2,69.61,72.0,20.6,104,25,60.1,61.0,16.93,7.09,0.0,0.19,0.07,0.37
1477,Mizumoto06,5969,69,125,2,63.72,64.0,20.27,96,28,62.68,64.0,15.77,3.26,0.0,0.16,0.08,0.27
1478,Mizumoto07,2517,49,101,3,49.29,47.0,16.51,79,29,57.4,59.0,9.18,6.09,0.03,0.33,0.15,0.46
1479,Mizumoto08,2110,71,108,3,64.98,67.0,20.26,103,29,69.76,68.0,16.06,2.86,0.0,0.09,0.05,0.13
1480,Mizumoto09,3837,86,126,2,72.8,74.0,21.15,108,21,64.64,65.0,15.68,7.21,0.0,0.11,0.07,0.17
1481,Mizumoto10,1061,42,95,6,54.11,54.0,16.52,83,32,61.7,61.0,10.55,1.43,0.0,0.18,0.1,0.2
1482,Mizumoto11,7150,68,109,3,62.9,65.0,20.02,96,29,63.33,65.0,14.93,3.25,0.0,0.16,0.08,0.27
1483,Mizumoto12,13753,85,126,1,65.57,67.0,22.8,105,21,63.92,65.0,14.0,5.17,0.0,0.2,0.1,0.35
1484,Mo01,2235,45,95,25,63.66,64.0,11.5,84,37,64.18,65.0,10.12,2.74,0.02,0.16,0.12,0.21
1485,Mo03,3357,71,120,3,65.74,67.0,18.22,105,35,74.19,73.0,14.33,7.84,0.0,0.17,0.08,0.4
1486,Mo04,5401,73,108,3,58.44,59.0,18.75,101,29,68.5,67.0,14.87,8.21,0.0,0.16,0.08,0.27
1487,Mo05,1993,48,100,8,66.22,67.0,14.23,85,36,65.07,67.0,10.52,6.34,0.02,0.27,0.12,0.52
1488,Mo06,3740,73,97,3,50.6,49.0,18.12,101,29,63.85,62.0,13.23,7.62,0.0,0.27,0.14,0.49
1489,Mo07,5046,75,113,2,64.49,67.0,21.43,101,26,65.27,65.0,14.21,5.32,0.0,0.21,0.11,0.35
1490,Mo09,7216,69,108,3,59.25,61.0,19.22,96,28,62.95,64.0,15.03,2.85,0.0,0.16,0.09,0.24
1491,Mo10,2372,68,101,3,49.41,48.0,17.55,100,29,63.4,64.0,13.84,4.73,0.0,0.32,0.2,0.39
1492,Mo11,4733,79,120,3,61.44,61.0,19.68,105,21,67.87,69.0,12.69,3.96,0.0,0.13,0.08,0.2
1493,Mo12,11844,80,121,1,63.23,64.0,19.76,105,24,70.6,71.0,16.22,4.9,0.0,0.1,0.05,0.2
1494,MaslovV14,1611,71,117,3,77.79,79.0,16.99,98,24,59.8,59.0,16.07,3.83,0.0,0.15,0.08,0.22
1495,Masycheva03,3786,74,122,2,63.85,65.0,20.21,103,23,67.13,67.0,12.98,9.68,0.0,0.14,0.08,0.3
1496,MaximovI03,3881,59,109,4,70.18,71.0,14.98,89,29,60.55,61.0,13.2,2.69,0.0,0.15,0.07,0.22
1497,MaximovI11,6349,82,126,2,77.41,80.0,18.22,106,22,61.45,61.0,16.27,5.02,0.0,0.16,0.07,0.3
1498,Meek01,2672,69,115,2,69.27,70.0,14.97,100,24,60.39,60.0,13.45,2.67,0.0,0.09,0.07,0.15
1499,MERJAN01,2827,55,94,11,60.73,61.0,13.57,92,30,67.03,68.0,12.14,5.16,0.0,0.24,0.17,0.33
1500,Min01,1519,45,99,15,65.62,66.0,14.69,84,38,64.29,65.0,9.64,12.3,0.04,0.63,0.46,0.69
1501,Min07,2022,68,113,3,76.93,78.0,16.01,100,25,58.24,59.0,12.97,0.8,0.0,0.06,0.04,0.07
1502,MiyashitaM05,4243,82,113,3,69.58,70.0,17.25,105,23,66.17,68.0,16.15,6.62,0.0,0.07,0.05,0.17
1503,Mizumoto05,1737,67,112,2,59.23,56.0,22.08,95,27,62.36,63.0,13.24,5.26,0.0,0.41,0.21,0.58
1504,Mo02,3524,49,102,3,61.52,64.0,17.54,89,38,69.15,69.0,9.17,6.48,0.0,0.28,0.13,0.43
1505,Mordvinov07,7932,68,115,2,63.28,63.0,16.48,96,29,62.84,63.0,15.58,6.38,0.01,0.32,0.21,0.38
1506,Mordvinov08,6441,82,121,2,71.12,74.0,20.19,104,23,67.13,68.0,15.65,6.2,0.0,0.1,0.06,0.17
1507,Mordvinov09,1325,51,98,3,55.08,54.0,14.89,99,39,61.76,61.0,10.59,6.4,0.02,0.46,0.29,0.58
1508,Mordvinov10,4520,64,108,3,58.07,56.0,16.81,98,29,61.76,62.0,10.32,5.53,0.02,0.13,0.07,0.25
1509,Mordvinov11,13213,83,126,1,71.83,74.0,19.24,104,21,61.68,62.0,15.59,10.2,0.01,0.28,0.12,0.49
1510,Mordvinov12,18840,73,113,2,60.91,61.0,16.71,101,28,63.7,64.0,12.8,11.23,0.0,0.27,0.11,0.53
1511,MORET01,5723,74,115,6,70.87,75.0,17.82,100,24,62.55,63.0,16.24,6.63,0.0,0.2,0.11,0.34
1512,MORET03,1583,65,97,6,68.17,70.0,13.52,98,30,65.55,66.0,13.1,2.24,0.0,0.11,0.09,0.11
1513,MorozovS01,6634,65,109,3,63.19,63.0,14.51,93,29,61.57,60.0,15.74,5.99,0.0,0.16,0.07,0.35
1514,MorozovS02,1385,73,100,3,75.18,77.0,11.28,101,24,69.15,71.0,17.03,3.1,0.02,0.19,0.07,0.47
1515,MorozovS03,6255,76,110,2,63.0,64.0,14.65,100,22,61.2,63.0,13.67,7.29,0.02,0.18,0.09,0.32
1516,MorozovS04,2480,71,108,7,68.52,70.0,12.76,107,33,70.44,71.0,13.61,2.65,0.02,0.06,0.05,0.07
1517,MorozovS05,15977,81,106,2,58.72,59.0,16.87,104,23,62.65,63.0,16.15,10.67,0.01,0.3,0.14,0.49
1518,MorozovS06,6232,76,100,3,58.39,59.0,14.25,100,22,61.18,63.0,13.68,6.68,0.01,0.19,0.1,0.31
1519,MorozovS08,2876,77,101,3,61.84,62.0,13.89,108,27,67.15,67.0,12.5,3.29,0.02,0.1,0.06,0.17
1520,MorozovS09,1345,61,97,5,51.13,50.0,13.64,95,27,62.97,64.0,11.86,6.68,0.03,0.33,0.24,0.49
1521,MorozovS10,4740,71,99,3,59.42,61.0,13.2,103,24,64.63,66.0,11.46,1.68,0.0,0.07,0.05,0.08
1522,MorozovS11,3816,77,103,2,64.57,66.0,14.67,102,22,60.01,61.0,14.19,2.11,0.02,0.09,0.05,0.13
1523,MorozovS12,2423,70,103,4,65.2,66.0,13.07,105,33,70.42,71.0,13.6,2.84,0.02,0.06,0.05,0.08
1524,MorozovY01,3911,45,102,9,58.87,58.0,15.83,86,36,67.43,69.0,9.03,3.77,0.02,0.38,0.2,0.45
1525,MorozovY02,3271,64,121,3,61.18,59.0,18.58,96,29,64.0,65.0,13.17,2.88,0.02,0.25,0.1,0.35
1526,MorozovY03,4220,77,124,2,77.75,79.0,19.29,104,25,65.39,65.0,16.29,3.26,0.01,0.1,0.07,0.13
1527,Mordvinov02,4009,62,116,2,71.51,73.0,16.57,91,29,61.63,62.0,12.1,14.22,0.0,0.27,0.09,0.8
1528,Mordvinov03,4459,62,105,3,57.18,55.0,16.44,98,28,61.58,61.0,10.17,6.03,0.01,0.13,0.07,0.25
1529,Mordvinov04,2141,65,110,8,75.47,78.0,14.67,92,24,57.33,54.0,14.71,6.13,0.02,0.2,0.09,0.38
1530,Mordvinov05,2328,73,117,3,69.7,70.0,17.64,100,26,70.48,71.0,14.43,8.95,0.02,0.15,0.07,0.46
1531,MunA09,7400,68,107,3,68.63,71.0,16.6,96,29,62.88,64.0,14.96,2.36,0.0,0.14,0.09,0.2
1532,MunA10,2634,52,108,3,52.1,50.0,17.41,95,31,59.99,62.0,12.03,4.6,0.02,0.31,0.22,0.43
1533,MunA11,8335,81,115,1,66.44,68.0,17.7,104,21,64.79,65.0,13.07,5.13,0.0,0.18,0.08,0.36
1534,MunA12,3203,80,115,1,67.14,67.0,16.66,104,21,65.98,67.0,13.2,5.13,0.0,0.14,0.07,0.34
1535,MunA13,1609,55,114,5,56.35,55.0,19.26,88,25,62.68,63.0,11.77,4.05,0.03,0.44,0.25,0.52
1536,MunA14,3523,71,111,2,70.4,72.0,16.03,98,25,64.66,66.0,13.38,4.54,0.0,0.11,0.08,0.19
1537,MunA15,1449,74,110,3,73.34,75.0,15.55,106,22,64.91,65.0,14.95,2.89,0.0,0.13,0.06,0.25
1538,MunA16,454,67,106,19,70.33,71.0,14.22,106,28,72.04,76.0,14.1,2.25,0.02,0.12,0.08,0.21
1539,MunA18,568,59,107,3,71.73,74.0,16.11,94,32,60.94,59.0,14.25,2.89,0.0,0.13,0.06,0.27
1540,MunA19,5114,75,109,3,69.67,73.0,19.1,101,26,64.86,64.0,14.08,6.99,0.01,0.2,0.1,0.32
1541,MustakimovT01,4037,83,115,3,73.52,76.0,16.36,105,21,61.4,64.0,17.1,13.69,0.0,0.2,0.06,0.61
1542,MustakimovT02,8930,53,107,8,66.48,68.0,13.7,86,33,63.96,67.0,11.2,5.71,0.0,0.23,0.14,0.34
1543,MustakimovT03,5939,77,114,3,67.69,69.0,16.72,101,24,64.72,64.0,14.4,6.93,0.0,0.17,0.07,0.36
1544,MustakimovT04,5884,77,108,5,63.27,64.0,15.2,101,24,64.07,64.0,13.3,5.45,0.0,0.18,0.07,0.31
1545,MustakimovT05,3104,84,118,3,61.86,62.0,20.15,106,21,66.36,68.0,17.44,4.95,0.0,0.09,0.06,0.16
1546,MustakimovT07,7660,80,112,3,72.91,76.0,17.66,106,21,62.07,64.0,13.52,8.93,0.0,0.17,0.07,0.33
1547,MustakimovT08,18525,73,117,2,64.1,63.0,17.04,101,28,60.39,59.0,13.09,5.07,0.0,0.15,0.08,0.27
1548,MustakimovT09,6651,69,115,3,63.84,63.0,16.49,97,29,60.24,59.0,12.79,4.75,0.0,0.17,0.1,0.24
1549,MustakimovT10,2789,61,110,2,56.31,53.0,17.48,92,29,58.44,56.0,11.64,5.07,0.0,0.31,0.07,0.51
1550,MustakimovT11,1732,55,107,3,61.83,60.0,16.65,94,32,60.55,59.0,12.93,4.35,0.02,0.15,0.09,0.22
1551,MustakimovT12,7353,73,117,2,67.83,69.0,16.31,101,28,61.21,60.0,13.8,1.15,0.0,0.09,0.06,0.11
1552,MunA01,1607,47,100,19,73.68,74.0,9.22,84,33,61.27,61.0,10.17,3.78,0.03,0.26,0.17,0.24
1553,MunA02,6847,60,100,3,64.85,67.0,15.04,91,30,66.14,67.0,10.46,5.84,0.02,0.22,0.11,0.3
1554,MunA03,2506,57,100,8,65.71,67.0,15.17,89,30,64.55,65.0,10.87,2.36,0.02,0.19,0.11,0.21
1555,MunA04,1386,39,90,11,55.18,56.0,13.87,86,46,66.91,67.0,8.92,5.84,0.03,0.43,0.36,0.46
1556,MunA05,2955,55,99,3,68.66,71.0,13.4,91,34,67.12,67.0,10.61,2.65,0.02,0.16,0.08,0.2
1557,MunA06,1780,53,112,4,56.04,54.5,19.03,86,29,62.2,61.0,9.68,5.95,0.02,0.37,0.13,0.54
1558,MunA07,1460,74,114,3,75.5,78.0,15.35,101,24,69.68,72.0,17.01,2.48,0.0,0.16,0.08,0.36
1559,MustakimovT14,2219,70,118,12,60.85,63.0,19.73,100,30,64.29,67.0,16.1,9.58,0.02,0.41,0.17,0.64
1560,MustakimovT15,2920,64,102,3,65.31,66.0,13.92,100,32,66.97,66.0,13.4,4.5,0.0,0.15,0.06,0.31
1561,MustakimovT16,6876,71,112,3,61.94,61.0,16.64,100,29,65.7,64.0,12.96,2.77,0.0,0.17,0.12,0.18
1562,MustakimovT17,10327,84,112,2,69.24,70.0,16.39,105,21,62.95,64.0,14.25,8.04,0.0,0.21,0.09,0.44
1563,MustakimovT18,2336,71,102,2,63.11,62.0,14.03,102,25,64.04,64.0,11.92,2.13,0.0,0.22,0.12,0.27
1564,MustakimovT19,1602,73,112,14,64.78,65.0,20.83,98,25,64.03,64.0,14.19,8.04,0.0,0.6,0.24,0.95
1565,MustakimovT20,2606,83,108,7,67.82,68.0,13.94,105,21,65.25,65.0,13.93,1.73,0.0,0.09,0.06,0.11
1566,Na01,6496,69,110,3,68.0,69.0,18.99,96,28,61.87,63.0,15.87,5.23,0.0,0.18,0.1,0.31
1567,Na02,2251,64,104,3,64.32,65.0,13.39,101,32,69.91,72.0,13.28,7.3,0.0,0.11,0.08,0.29
1568,Na03,8088,83,120,3,71.42,74.0,22.16,104,21,64.5,66.0,14.79,4.68,0.0,0.22,0.09,0.44
1569,Na04,3483,60,100,3,68.68,69.0,12.41,90,30,66.11,69.0,13.43,2.23,0.0,0.09,0.07,0.1
1570,Na05,844,41,86,3,55.1,54.0,13.27,83,35,65.75,66.0,8.44,2.99,0.05,0.69,0.51,0.46
1571,Na06,8486,62,108,3,62.52,64.0,18.15,91,29,61.32,62.0,13.14,8.17,0.0,0.26,0.11,0.46
1572,Na07,7910,84,115,2,70.48,73.0,21.22,105,21,64.54,66.0,14.79,4.56,0.0,0.22,0.08,0.46
1573,Na09,1427,61,105,5,76.47,78.0,12.14,91,26,64.13,67.0,12.51,2.51,0.0,0.15,0.1,0.19
1574,NAKAJI01,3825,60,105,12,62.96,64.0,15.96,89,29,60.5,61.0,13.2,3.49,0.0,0.19,0.09,0.29
1575,NAKAJI02,1378,73,100,10,68.47,69.0,10.64,101,24,69.43,71.0,17.07,3.45,0.02,0.23,0.09,0.54
1576,NAKAJI03,9781,85,115,6,66.01,67.0,18.08,105,21,62.98,63.0,16.44,2.59,0.0,0.15,0.09,0.19
1577,Namirovsky01,2646,57,104,3,63.59,64.0,16.07,89,29,64.56,65.0,13.13,1.81,0.02,0.12,0.08,0.13
1578,Namirovsky02,1765,65,99,5,66.62,68.0,12.69,100,29,67.49,69.0,11.9,4.04,0.02,0.09,0.06,0.18
1579,Namirovsky03,16024,74,118,2,68.74,71.0,18.21,99,24,61.89,63.0,12.6,4.87,0.0,0.15,0.06,0.28
1580,Mordvinov01,2218,46,97,18,65.49,66.0,13.09,84,33,63.57,64.0,9.93,5.77,0.02,0.35,0.23,0.47
1581,Mordvinov06,2266,46,100,4,64.06,64.0,12.71,84,33,63.58,64.0,9.93,5.33,0.02,0.36,0.22,0.48
1582,MORET02,8449,82,115,6,72.52,76.0,17.97,106,21,62.16,64.0,13.65,3.41,0.0,0.18,0.08,0.29
1583,MorozovS07,1064,53,94,3,50.06,49.0,12.41,101,32,69.72,70.0,10.86,5.62,0.01,0.26,0.17,0.36
1584,MorozovY04,3559,68,126,3,77.51,80.0,18.88,100,28,70.05,69.0,14.15,5.78,0.01,0.08,0.05,0.18
1585,MunA08,4328,75,121,4,72.11,73.0,17.25,102,28,76.72,78.0,16.3,1.97,0.0,0.06,0.05,0.07
1586,MunA17,427,60,110,3,78.67,81.0,14.78,94,22,62.61,62.0,14.01,1.46,0.01,0.15,0.05,0.25
1587,MustakimovT06,4678,79,115,3,65.89,66.0,16.14,105,21,67.67,68.0,12.74,4.61,0.0,0.12,0.07,0.2
1588,MustakimovT13,6247,68,107,1,61.3,61.0,15.83,100,29,64.64,64.0,11.83,3.39,0.0,0.18,0.1,0.31
1589,MustakimovT21,3783,76,112,2,75.88,77.0,14.72,102,23,60.23,61.0,15.35,2.25,0.0,0.11,0.07,0.14
1590,Na08,16174,78,115,2,70.27,74.0,20.87,103,24,65.11,65.0,15.71,9.9,0.0,0.25,0.11,0.42
1591,Namirovsky05,7334,84,126,3,63.01,63.0,19.39,106,23,61.03,61.0,15.44,5.06,0.01,0.14,0.06,0.31
1592,Namirovsky06,1430,46,102,3,52.67,53.0,14.26,93,36,69.56,67.5,10.3,2.99,0.02,0.23,0.11,0.34
1593,Namirovsky07,3111,80,122,4,75.02,77.0,15.22,106,22,66.64,67.0,14.46,10.22,0.02,0.1,0.06,0.33
1594,Namirovsky08,10067,83,123,2,73.84,77.0,18.99,103,21,61.11,62.0,15.13,24.38,0.01,0.2,0.06,0.49
1595,Narumi01,2381,49,107,3,71.07,71.0,10.99,84,33,63.81,66.0,10.59,1.72,0.0,0.12,0.1,0.14
1596,Narumi02,4355,61,106,3,69.87,71.0,15.66,89,29,64.19,65.0,12.05,7.34,0.0,0.19,0.07,0.45
1597,Narumi03,1925,55,104,4,65.25,65.0,15.62,87,30,63.2,64.0,10.02,5.97,0.0,0.23,0.14,0.36
1598,Narumi05,2002,64,101,3,68.47,71.0,17.36,100,26,57.53,57.0,12.88,0.93,0.0,0.08,0.06,0.07
1599,Nedayvoda02,3061,71,112,3,70.21,71.0,18.48,94,24,61.91,63.0,14.4,6.54,0.0,0.11,0.07,0.23
1600,Nedayvoda03,3428,75,113,3,64.1,65.0,21.22,105,23,67.16,67.0,13.23,6.63,0.0,0.19,0.1,0.33
1601,Nikiforov02,2674,74,117,1,69.86,71.0,16.95,96,21,64.45,66.0,16.74,3.81,0.0,0.09,0.06,0.14
1602,Nikiforov03,2352,81,109,3,66.0,66.0,18.47,104,22,65.98,67.0,16.36,5.86,0.0,0.4,0.16,0.67
1603,Nikiforov04,2244,53,94,3,62.41,63.0,13.9,89,31,68.07,68.0,9.49,8.25,0.0,0.25,0.12,0.51
1604,Nikiforov05,2358,49,97,6,71.81,72.0,9.63,84,31,62.28,64.0,11.04,10.1,0.0,0.16,0.12,0.35
1605,Nikiforov06,2495,70,111,3,70.73,72.0,16.49,96,21,63.72,65.0,16.42,4.25,0.0,0.09,0.06,0.15
1606,Nikiforov07,6004,78,108,3,63.64,65.0,18.62,101,24,61.9,63.0,12.17,7.23,0.0,0.23,0.12,0.44
1607,Nikiforov08,2980,47,104,11,69.82,71.0,12.34,84,36,63.06,64.0,9.36,7.49,0.0,0.32,0.12,0.59
1608,Nikiforov09,3122,70,112,3,65.52,66.0,14.94,101,30,65.2,65.0,13.24,2.58,0.0,0.17,0.1,0.22
1609,Nikiforov10,5801,74,105,3,63.08,64.0,15.7,103,29,68.63,67.0,15.0,6.38,0.0,0.14,0.09,0.2
1610,Nikiforov11,2328,82,122,2,66.91,67.0,19.15,104,21,65.89,67.0,16.47,5.37,0.0,0.36,0.15,0.59
1611,Nikiforov13,5963,77,110,3,60.65,62.0,19.63,101,24,63.4,64.0,12.96,5.79,0.0,0.2,0.11,0.34
1612,Nikiforov14,1248,61,106,3,56.86,56.0,16.82,96,27,66.48,67.0,11.93,5.69,0.0,0.32,0.18,0.46
1613,Nikiforov15,5372,77,110,2,69.23,71.0,17.88,103,21,63.13,64.0,13.7,8.17,0.0,0.14,0.08,0.29
1614,OUSSET02,2188,70,105,6,60.98,61.0,14.63,100,27,67.52,69.0,13.23,10.32,0.0,0.17,0.09,0.44
1615,OUSSET03,7757,51,99,6,67.65,69.0,12.61,86,33,64.19,66.0,10.54,6.07,0.02,0.23,0.09,0.42
1616,Ozaki01,1177,44,98,21,64.87,65.0,12.11,83,37,64.18,64.0,9.48,6.23,0.03,0.32,0.14,0.51
1617,Ozaki03,2432,69,107,4,61.05,61.0,16.11,101,30,72.18,75.0,13.56,3.02,0.0,0.11,0.08,0.17
1618,Ozaki04,3241,70,106,4,63.59,64.0,17.43,104,35,74.2,73.0,14.16,4.88,0.0,0.17,0.1,0.29
1619,Ozaki05,7250,81,116,3,68.14,69.0,18.74,104,24,68.62,69.0,17.79,4.81,0.0,0.13,0.06,0.27
1620,Ozaki06,1628,60,107,3,58.64,56.0,18.09,104,28,71.3,73.0,11.18,2.61,0.0,0.15,0.09,0.19
1621,Ozaki07,5978,71,104,3,54.65,53.0,17.93,101,29,64.2,64.0,11.26,6.25,0.0,0.2,0.13,0.3
1622,Ozaki08,2284,68,105,3,59.77,61.0,16.72,102,32,66.01,66.0,13.6,1.62,0.0,0.12,0.08,0.12
1623,Ozaki09,5938,80,111,3,64.99,67.0,20.21,101,22,63.03,64.0,14.89,4.86,0.0,0.29,0.16,0.4
1624,Ozaki10,3649,57,106,17,63.78,65.0,14.66,89,29,68.64,70.0,9.91,6.38,0.0,0.17,0.1,0.28
1625,Ozaki12,4596,70,109,3,61.63,62.0,16.59,103,26,64.64,66.0,11.48,1.39,0.0,0.07,0.05,0.08
1626,Ozaki13,2041,68,104,2,58.74,58.0,17.86,102,30,65.49,65.0,12.92,5.54,0.0,0.26,0.18,0.29
1627,Ozaki14,9192,81,118,2,67.83,69.0,19.52,105,22,66.47,66.0,18.01,11.41,0.0,0.1,0.05,0.22
1628,Ozel01,1529,45,100,3,61.82,61.0,16.01,84,38,64.29,65.0,9.63,14.48,0.0,0.76,0.52,0.88
1629,Ozel02,2096,75,103,3,65.51,67.0,16.05,108,22,64.72,65.0,14.2,1.16,0.0,0.09,0.07,0.09
1630,Ozel03,2037,50,100,6,64.74,66.0,16.26,89,34,67.43,69.0,9.94,3.83,0.0,0.22,0.14,0.29
1631,Ozel04,2314,50,99,3,49.66,45.0,18.49,91,34,64.66,65.0,12.14,7.03,0.03,0.27,0.22,0.39
1632,Ozel06,6238,72,103,3,53.92,53.0,18.82,101,29,64.69,63.0,13.28,10.27,0.0,0.23,0.13,0.46
1633,Ozel07,1444,62,107,3,59.1,59.0,18.26,104,28,71.97,71.0,10.15,5.94,0.0,0.12,0.08,0.29
1634,Ozel08,1413,55,99,4,55.67,54.0,18.71,94,27,63.27,64.0,11.41,10.18,0.02,0.41,0.25,0.77
1635,Ozel09,4805,73,104,3,62.29,63.0,17.96,99,25,62.68,64.0,12.49,3.74,0.0,0.23,0.14,0.3
1636,Ozel10,4634,74,113,3,60.34,61.0,18.82,102,25,63.65,66.0,13.29,6.68,0.0,0.21,0.12,0.27
1637,Ozel11,7006,84,108,2,56.64,57.0,18.62,106,22,67.13,66.0,13.78,11.77,0.0,0.27,0.09,0.6
1638,Ozel12,7531,73,116,2,64.53,66.0,19.01,101,26,61.35,62.0,11.18,10.27,0.0,0.2,0.07,0.46
1639,Park11,1901,81,126,2,71.28,73.0,17.03,104,23,68.62,71.0,17.03,1.25,0.0,0.08,0.07,0.08
1640,Park12,504,62,126,7,53.56,52.0,17.0,104,27,68.73,72.0,14.34,15.24,0.02,0.71,0.2,1.78
1641,Park13,4151,66,117,3,66.54,68.0,19.53,95,23,64.15,64.0,13.04,0.94,0.0,0.06,0.04,0.05
1642,ParkH01,3830,70,113,2,56.23,56.0,22.2,96,24,58.73,58.0,12.34,14.41,0.0,0.42,0.25,0.75
1643,ParkH02,2365,71,113,3,67.63,68.0,12.74,101,25,69.2,69.0,15.43,1.41,0.0,0.12,0.09,0.15
1644,ParkH03,4553,75,120,2,64.65,65.0,21.08,97,22,63.17,64.0,13.09,7.22,0.0,0.25,0.13,0.35
1645,ParkJH01,877,46,102,33,71.03,72.0,13.49,84,36,66.06,67.0,10.45,1.8,0.02,0.12,0.07,0.17
1646,ParkJH02,1172,46,103,5,68.2,70.0,15.16,86,31,65.28,68.0,11.38,4.05,0.0,0.25,0.1,0.32
1647,ParkJH04,1834,54,111,11,69.53,74.0,19.21,98,33,66.15,66.0,10.37,1.43,0.0,0.19,0.12,0.17
1648,ParkJH05,3461,67,105,3,61.67,62.0,16.91,93,24,59.93,61.0,12.0,12.07,0.0,0.36,0.21,0.56
1649,ParkJH06,1981,61,106,19,69.29,71.0,17.26,94,24,59.44,60.0,11.45,5.21,0.0,0.3,0.12,0.51
1650,ParkJH07,674,51,89,14,45.92,43.5,13.29,82,26,55.36,56.0,10.88,6.18,0.05,0.8,0.48,0.92
1651,ParkJH08,1832,63,106,3,66.11,67.0,17.02,91,26,60.94,62.0,11.94,2.88,0.0,0.2,0.11,0.24
1652,ParkJH09,712,50,99,8,56.65,55.0,17.04,79,26,57.14,58.0,10.52,11.98,0.03,0.99,0.36,1.53
1653,ParkJH10,1502,54,114,6,73.57,76.0,17.4,89,31,61.02,62.0,11.17,8.38,0.0,0.14,0.09,0.35
1654,ParkJH12,7426,84,112,2,59.8,59.0,18.05,106,22,67.14,66.0,13.64,9.1,0.0,0.25,0.1,0.51
1655,ParkJH13,2013,79,112,3,58.7,58.0,17.09,106,24,70.11,70.0,14.61,4.66,0.0,0.24,0.11,0.39
1656,ParkJH14,2056,76,105,2,56.05,54.0,19.23,105,22,64.19,65.0,13.05,9.1,0.02,0.46,0.22,0.8
1657,ParkJH15,3357,69,109,3,62.76,62.0,17.35,100,24,67.17,65.0,12.98,4.26,0.0,0.12,0.08,0.2
1658,ParkJH16,7458,81,123,1,71.97,74.0,17.83,103,22,62.64,62.0,15.3,4.03,0.0,0.17,0.11,0.24
1659,ParkJH17,20559,70,110,3,64.01,65.0,17.85,100,28,63.72,65.0,12.83,8.28,0.0,0.16,0.09,0.29
